,KNAPPER,MATERIAL,DATACLASS,CORE.ID,ID,EVENT,EVENT_ID,ORIGINAL.MASS,MNF,CORTEX,CORTEX_VALUE,DORSALNUM,EXTPLAT,PLATTYPE,MAXLENGTH,MAXWIDTH,MAXTHICK,LENGTH,WIDTH,THICK,PLATWID,PLATTHICK,EXTANGLE,WEIGHT,SURFACE.AREA,CORTEX.AREA
2090,SAM LIN,FLINT,DISTFLAKE,4,87,4,4-4,1900,NA,1-50%,0.25,0,,,26.23,13.24,1.39,0,0,0,0,0,0,0.5,347.2852,86.8213
2091,SAM LIN,FLINT,DISTFLAKE,4,88,4,4-4,1900,NA,NONE,0,0,,,27.18,13.74,4.3,0,0,0,0,0,0,1.6,373.4532,0
2092,SAM LIN,FLINT,COMPFLAKE,4,89,4,4-4,1900,1,NONE,0,2,N/A,N/A,27.26,14.01,4.87,27.24,13.57,4.19,0,0,0,1.3,369.6468,0
2093,SAM LIN,FLINT,COMPFLAKE,4,90,4,4-4,1900,1,1-50%,0.25,5,SCAR,CRUSHED,25.14,22.14,3.99,20.96,22.37,3.46,0,0,0,1.7,468.8752,117.2188
2094,SAM LIN,FLINT,DISTFLAKE,4,91,4,4-4,1900,NA,50-99%,0.75,0,,,28.64,13.67,3.92,0,0,0,0,0,0,1.2,391.5088,293.6316
2095,SAM LIN,FLINT,COMPFLAKE,4,92,4,4-4,1900,1,1-50%,0.25,1,N/A,N/A,25.38,13.43,3.71,13.04,18.38,3.07,0,0,0,1,239.6752,59.9188
2096,SAM LIN,FLINT,BROKESPLIT,4,93,4,4-4,1900,NA,1-50%,0.25,0,,,23.46,9.06,5.11,0,0,0,0,0,0,0.7,212.5476,53.1369
2097,SAM LIN,FLINT,COMPFLAKE,4,94,4,4-4,1900,1,1-50%,0.25,2,N/A,N/A,21.81,12.58,4.37,12.25,18.83,4.58,0,0,0,1.2,230.6675,57.666875
2098,SAM LIN,FLINT,COMPFLAKE,4,95,4,4-4,1900,1,NONE,0,5,N/A,N/A,24.56,11.3,5.28,21.6,8.41,3.59,0,0,0,1,181.656,0
2099,SAM LIN,FLINT,COMPFLAKE,4,96,4,4-4,1900,1,1-50%,0.25,1,N/A,N/A,22.81,10.11,4.89,9.4,21.7,4.51,0,0,0,0.9,203.98,50.995
2100,SAM LIN,FLINT,DISTFLAKE,4,97,4,4-4,1900,NA,NONE,0,0,,,21.15,9.23,4.02,0,0,0,0,0,0,0.5,195.2145,0
2101,SAM LIN,FLINT,BROKESPLIT,4,98,4,4-4,1900,NA,NONE,0,0,,,23.1,5.71,4.82,0,0,0,0,0,0,0.5,131.901,0
2102,SAM LIN,FLINT,CORE,5,0,1,5-1,1970,NA,50-99%,0.75,0,,,178.38,111.43,84.86,0,0,0,0,0,0,1890,39753.7668,29815.3251
2103,SAM LIN,FLINT,COMPFLAKE,5,1,1,5-1,1970,1,50-99%,0.75,0,CORTEX,UNI,73.48,36.2,12.7,39.23,34.07,7.5,0,0,0,25.7,1336.5661,1002.424575
2104,SAM LIN,FLINT,COMPFLAKE,5,2,1,5-1,1970,1,50-99%,0.75,1,CORTEX,CORTICAL,41.85,32.24,8.69,39.2,32.89,8.51,18.9,4.46,0,10.5,1289.288,966.966
2105,SAM LIN,FLINT,DISTFLAKE,5,3,1,5-1,1970,NA,50-99%,0.75,0,,,41.26,25.54,8.59,0,0,0,0,0,0,5.1,1053.7804,790.3353
2106,SAM LIN,FLINT,DISTFLAKE,5,4,1,5-1,1970,NA,50-99%,0.75,0,,,53.88,20.92,9.88,0,0,0,0,0,0,6.4,1127.1696,845.3772
2107,SAM LIN,FLINT,DISTFLAKE,5,5,1,5-1,1970,NA,COMPLETE,1,0,,,37.67,25.01,3.57,0,0,0,0,0,0,3.2,942.1267,942.1267
2108,SAM LIN,FLINT,COMPSPLIT,5,6,1,5-1,1970,0.5,1-50%,0.25,0,CORTEX,CORTICAL,34.95,22.7,13.12,0,0,0,0,0,0,9.6,793.365,198.34125
2109,SAM LIN,FLINT,COMPFLAKE,5,7,1,5-1,1970,1,NONE,0,4,N/A,CRUSHED,29.3,18.2,5.36,29.37,16.63,4.32,0,0,0,2.4,488.4231,0
2110,SAM LIN,FLINT,DISTFLAKE,5,8,1,5-1,1970,NA,1-50%,0.25,0,,,28.52,15.11,2.76,0,0,0,0,0,0,1,430.9372,107.7343
2111,SAM LIN,FLINT,COMPFLAKE,5,9,1,5-1,1970,1,NONE,0,2,N/A,CRUSHED,22.97,18.05,4.44,22.87,18.19,3.81,0,0,0,1.3,416.0053,0
2112,SAM LIN,FLINT,BROKEFLAKE,5,10,1,5-1,1970,NA,50-99%,0.75,0,,,31.11,6.56,3.95,0,0,0,0,0,0,0.5,204.0816,153.0612
2113,SAM LIN,FLINT,DISTFLAKE,5,11,1,5-1,1970,NA,1-50%,0.25,0,,,22.01,15.97,3.24,0,0,0,0,0,0,0.9,351.4997,87.874925
2114,SAM LIN,FLINT,COMPFLAKE,5,12,1,5-1,1970,1,50-99%,0.75,1,N/A,N/A,24.21,16.44,2.41,24.12,14.7,2.33,0,0,0,0.6,354.564,265.923
2115,SAM LIN,FLINT,ANGULARFRAG,5,14,1,5-1,1970,NA,1-50%,0.25,0,,,21.57,15.43,6.57,0,0,0,0,0,0,1.5,665.6502,166.41255
2116,SAM LIN,FLINT,PROXFLAKE,5,15,1,5-1,1970,1,50-99%,0.75,0,CORTEX,CORTICAL,20.6,8.81,3.19,0,0,0,9.21,3.05,0,0.4,181.486,136.1145
2117,SAM LIN,FLINT,CORE,5,0,2,5-2,1970,NA,50-99%,0.75,0,,,146.13,104.64,86.62,0,0,0,0,0,0,1590,30582.0864,22936.5648
2118,SAM LIN,FLINT,COMPFLAKE,5,1,2,5-2,1970,1,50-99%,0.75,0,CORTEX,UNI,73.48,36.2,12.7,39.23,34.07,7.5,0,0,0,25.7,1336.5661,1002.424575
2119,SAM LIN,FLINT,COMPFLAKE,5,2,2,5-2,1970,1,50-99%,0.75,1,CORTEX,CORTICAL,41.85,32.24,8.69,39.2,32.89,8.51,18.9,4.46,0,10.5,1289.288,966.966
2120,SAM LIN,FLINT,DISTFLAKE,5,3,2,5-2,1970,NA,50-99%,0.75,0,,,41.26,25.54,8.59,0,0,0,0,0,0,5.1,1053.7804,790.3353
2121,SAM LIN,FLINT,DISTFLAKE,5,4,2,5-2,1970,NA,50-99%,0.75,0,,,53.88,20.92,9.88,0,0,0,0,0,0,6.4,1127.1696,845.3772
2122,SAM LIN,FLINT,DISTFLAKE,5,5,2,5-2,1970,NA,COMPLETE,1,0,,,37.67,25.01,3.57,0,0,0,0,0,0,3.2,942.1267,942.1267
2123,SAM LIN,FLINT,COMPSPLIT,5,6,2,5-2,1970,0.5,1-50%,0.25,0,CORTEX,CORTICAL,34.95,22.7,13.12,0,0,0,0,0,0,9.6,793.365,198.34125
2124,SAM LIN,FLINT,COMPFLAKE,5,7,2,5-2,1970,1,NONE,0,4,N/A,CRUSHED,29.3,18.2,5.36,29.37,16.63,4.32,0,0,0,2.4,488.4231,0
2125,SAM LIN,FLINT,DISTFLAKE,5,8,2,5-2,1970,NA,1-50%,0.25,0,,,28.52,15.11,2.76,0,0,0,0,0,0,1,430.9372,107.7343
2126,SAM LIN,FLINT,COMPFLAKE,5,9,2,5-2,1970,1,NONE,0,2,N/A,CRUSHED,22.97,18.05,4.44,22.87,18.19,3.81,0,0,0,1.3,416.0053,0
2127,SAM LIN,FLINT,BROKEFLAKE,5,10,2,5-2,1970,NA,50-99%,0.75,0,,,31.11,6.56,3.95,0,0,0,0,0,0,0.5,204.0816,153.0612
2128,SAM LIN,FLINT,DISTFLAKE,5,11,2,5-2,1970,NA,1-50%,0.25,0,,,22.01,15.97,3.24,0,0,0,0,0,0,0.9,351.4997,87.874925
2129,SAM LIN,FLINT,COMPFLAKE,5,12,2,5-2,1970,1,50-99%,0.75,1,N/A,N/A,24.21,16.44,2.41,24.12,14.7,2.33,0,0,0,0.6,354.564,265.923
2130,SAM LIN,FLINT,ANGULARFRAG,5,14,2,5-2,1970,NA,1-50%,0.25,0,,,21.57,15.43,6.57,0,0,0,0,0,0,1.5,665.6502,166.41255
2131,SAM LIN,FLINT,PROXFLAKE,5,15,2,5-2,1970,1,50-99%,0.75,0,CORTEX,CORTICAL,20.6,8.81,3.19,0,0,0,9.21,3.05,0,0.4,181.486,136.1145
2132,SAM LIN,FLINT,DISTFLAKE,5,16,2,5-2,1970,NA,NONE,0,0,,,93.13,74.16,25.42,0,0,0,0,0,0,103.3,6906.5208,0
2133,SAM LIN,FLINT,COMPFLAKE,5,17,2,5-2,1970,1,1-50%,0.25,7,N/A,CRUSHED,68.55,56.59,19.98,56.34,53.97,15.89,0,0,0,56.7,3040.6698,760.16745
2134,SAM LIN,FLINT,MEDFLAKE,5,18,2,5-2,1970,NA,1-50%,0.25,0,,,57.91,40.78,15.4,0,0,0,0,0,0,26.3,2361.5698,590.39245
2135,SAM LIN,FLINT,DISTFLAKE,5,19,2,5-2,1970,NA,1-50%,0.25,0,,,44.9,32.68,11.95,0,0,0,0,0,0,16.3,1467.332,366.833
2136,SAM LIN,FLINT,PROXFLAKE,5,20,2,5-2,1970,1,50-99%,0.75,0,CORTEX,CORTICAL,44.89,38.27,10.42,0,0,0,28.79,2.94,0,13,1717.9403,1288.455225
2137,SAM LIN,FLINT,DISTFLAKE,5,21,2,5-2,1970,NA,50-99%,0.75,0,,,40.18,24.37,6.69,0,0,0,0,0,0,4.1,979.1866,734.38995
2138,SAM LIN,FLINT,COMPFLAKE,5,22,2,5-2,1970,1,NONE,0,3,SCAR,UNI,29.27,24.98,4.95,25.05,24.26,2.32,0,0,0,2.6,607.713,0
2139,SAM LIN,FLINT,MEDFLAKE,5,23,2,5-2,1970,NA,NONE,0,0,,,37.23,23.73,7.1,0,0,0,0,0,0,4.7,883.4679,0
2140,SAM LIN,FLINT,PROXFLAKE,5,24,2,5-2,1970,1,1-50%,0.25,0,SCAR,CORTICAL,25.94,23.01,5.94,0,0,0,0,0,0,3.1,596.8794,149.21985
2141,SAM LIN,FLINT,DISTFLAKE,5,25,2,5-2,1970,NA,NONE,0,0,,,29.21,21.02,6.43,0,0,0,0,0,0,3.7,613.9942,0
2142,SAM LIN,FLINT,ANGULARFRAG,5,26,2,5-2,1970,NA,1-50%,0.25,0,,,31.57,16.85,8.3,0,0,0,0,0,0,3.3,1063.909,265.97725
2143,SAM LIN,FLINT,ANGULARFRAG,5,27,2,5-2,1970,NA,NONE,0,0,,,28.33,16.42,7.88,0,0,0,0,0,0,3,930.3572,0
2144,SAM LIN,FLINT,DISTFLAKE,5,28,2,5-2,1970,NA,NONE,0,0,,,26.89,14.73,3.84,0,0,0,0,0,0,1,396.0897,0
2145,SAM LIN,FLINT,BROKEFLAKE,5,29,2,5-2,1970,NA,1-50%,0.25,0,,,28.42,13.84,4.33,0,0,0,0,0,0,1.4,393.3328,98.3332
2146,SAM LIN,FLINT,DISTFLAKE,5,30,2,5-2,1970,NA,1-50%,0.25,0,,,24.07,16.53,7.36,0,0,0,0,0,0,1.6,397.8771,99.469275
2147,SAM LIN,FLINT,BROKESPLIT,5,31,2,5-2,1970,NA,COMPLETE,1,0,,,27.67,10.56,6.14,0,0,0,0,0,0,1.3,292.1952,292.1952
2148,SAM LIN,FLINT,PROXFLAKE,5,32,2,5-2,1970,1,NONE,0,0,SCAR,N/A,26.08,15.65,5.19,0,0,0,0,0,0,1.7,408.152,0
2149,SAM LIN,FLINT,BROKEFLAKE,5,33,2,5-2,1970,NA,1-50%,0.25,0,,,23.88,14.99,2.87,0,0,0,0,0,0,0.9,357.9612,89.4903
2150,SAM LIN,FLINT,DISTFLAKE,5,34,2,5-2,1970,NA,NONE,0,0,,,24.49,15.72,4.11,0,0,0,0,0,0,0.9,384.9828,0
2151,SAM LIN,FLINT,BROKEFLAKE,5,35,2,5-2,1970,NA,NONE,0,0,,,24.3,10.04,7.97,0,0,0,0,0,0,1.2,243.972,0
2152,SAM LIN,FLINT,BROKESPLIT,5,36,2,5-2,1970,NA,1-50%,0.25,0,,,23.74,11.19,2.81,0,0,0,0,0,0,0.7,265.6506,66.41265
2153,SAM LIN,FLINT,BROKESPLIT,5,37,2,5-2,1970,NA,1-50%,0.25,0,,,26.08,12.03,4.98,0,0,0,0,0,0,1.3,313.7424,78.4356
2154,SAM LIN,FLINT,COMPFLAKE,5,38,2,5-2,1970,1,NONE,0,3,N/A,N/A,21.69,13.35,3.75,18.98,14.95,3.46,0,0,0,0.8,283.751,0
2155,SAM LIN,FLINT,COMPFLAKE,5,39,2,5-2,1970,1,1-50%,0.25,1,N/A,N/A,25.07,12.55,1.89,11.94,19.46,1.64,0,0,0,0.5,232.3524,58.0881
2156,SAM LIN,FLINT,MEDFLAKE,5,40,2,5-2,1970,NA,50-99%,0.75,0,,,21.58,15.35,2.86,0,0,0,0,0,0,0.4,331.253,248.43975
2157,SAM LIN,FLINT,BROKEFLAKE,5,41,2,5-2,1970,NA,NONE,0,0,,,26.39,10.98,4.86,0,0,0,0,0,0,1.1,289.7622,0
2158,SAM LIN,FLINT,COMPSPLIT,5,42,2,5-2,1970,0.5,NONE,0,0,SCAR,UNI,21.56,9.05,5.2,0,0,0,0,0,0,1,195.118,0
2159,SAM LIN,FLINT,BROKESPLIT,5,43,2,5-2,1970,NA,1-50%,0.25,0,,,21.03,10.25,4.62,0,0,0,0,0,0,0.7,215.5575,53.889375
2160,SAM LIN,FLINT,CORE,5,0,3,5-3,1970,NA,50-99%,0.75,0,,,150.85,98.26,83.8,0,0,0,0,0,0,1500,29645.042,22233.7815
2161,SAM LIN,FLINT,COMPFLAKE,5,1,3,5-3,1970,1,50-99%,0.75,0,CORTEX,UNI,73.48,36.2,12.7,39.23,34.07,7.5,0,0,0,25.7,1336.5661,1002.424575
2162,SAM LIN,FLINT,COMPFLAKE,5,2,3,5-3,1970,1,50-99%,0.75,1,CORTEX,CORTICAL,41.85,32.24,8.69,39.2,32.89,8.51,18.9,4.46,0,10.5,1289.288,966.966
2163,SAM LIN,FLINT,DISTFLAKE,5,3,3,5-3,1970,NA,50-99%,0.75,0,,,41.26,25.54,8.59,0,0,0,0,0,0,5.1,1053.7804,790.3353
2164,SAM LIN,FLINT,DISTFLAKE,5,4,3,5-3,1970,NA,50-99%,0.75,0,,,53.88,20.92,9.88,0,0,0,0,0,0,6.4,1127.1696,845.3772
2165,SAM LIN,FLINT,DISTFLAKE,5,5,3,5-3,1970,NA,COMPLETE,1,0,,,37.67,25.01,3.57,0,0,0,0,0,0,3.2,942.1267,942.1267
2166,SAM LIN,FLINT,COMPSPLIT,5,6,3,5-3,1970,0.5,1-50%,0.25,0,CORTEX,CORTICAL,34.95,22.7,13.12,0,0,0,0,0,0,9.6,793.365,198.34125
2167,SAM LIN,FLINT,COMPFLAKE,5,7,3,5-3,1970,1,NONE,0,4,N/A,CRUSHED,29.3,18.2,5.36,29.37,16.63,4.32,0,0,0,2.4,488.4231,0
2168,SAM LIN,FLINT,DISTFLAKE,5,8,3,5-3,1970,NA,1-50%,0.25,0,,,28.52,15.11,2.76,0,0,0,0,0,0,1,430.9372,107.7343
2169,SAM LIN,FLINT,COMPFLAKE,5,9,3,5-3,1970,1,NONE,0,2,N/A,CRUSHED,22.97,18.05,4.44,22.87,18.19,3.81,0,0,0,1.3,416.0053,0
2170,SAM LIN,FLINT,BROKEFLAKE,5,10,3,5-3,1970,NA,50-99%,0.75,0,,,31.11,6.56,3.95,0,0,0,0,0,0,0.5,204.0816,153.0612
2171,SAM LIN,FLINT,DISTFLAKE,5,11,3,5-3,1970,NA,1-50%,0.25,0,,,22.01,15.97,3.24,0,0,0,0,0,0,0.9,351.4997,87.874925
2172,SAM LIN,FLINT,COMPFLAKE,5,12,3,5-3,1970,1,50-99%,0.75,1,N/A,N/A,24.21,16.44,2.41,24.12,14.7,2.33,0,0,0,0.6,354.564,265.923
2173,SAM LIN,FLINT,ANGULARFRAG,5,14,3,5-3,1970,NA,1-50%,0.25,0,,,21.57,15.43,6.57,0,0,0,0,0,0,1.5,665.6502,166.41255
2174,SAM LIN,FLINT,PROXFLAKE,5,15,3,5-3,1970,1,50-99%,0.75,0,CORTEX,CORTICAL,20.6,8.81,3.19,0,0,0,9.21,3.05,0,0.4,181.486,136.1145
2175,SAM LIN,FLINT,DISTFLAKE,5,16,3,5-3,1970,NA,NONE,0,0,,,93.13,74.16,25.42,0,0,0,0,0,0,103.3,6906.5208,0
2176,SAM LIN,FLINT,COMPFLAKE,5,17,3,5-3,1970,1,1-50%,0.25,7,N/A,CRUSHED,68.55,56.59,19.98,56.34,53.97,15.89,0,0,0,56.7,3040.6698,760.16745
2177,SAM LIN,FLINT,MEDFLAKE,5,18,3,5-3,1970,NA,1-50%,0.25,0,,,57.91,40.78,15.4,0,0,0,0,0,0,26.3,2361.5698,590.39245
2178,SAM LIN,FLINT,DISTFLAKE,5,19,3,5-3,1970,NA,1-50%,0.25,0,,,44.9,32.68,11.95,0,0,0,0,0,0,16.3,1467.332,366.833
2179,SAM LIN,FLINT,PROXFLAKE,5,20,3,5-3,1970,1,50-99%,0.75,0,CORTEX,CORTICAL,44.89,38.27,10.42,0,0,0,28.79,2.94,0,13,1717.9403,1288.455225
2180,SAM LIN,FLINT,DISTFLAKE,5,21,3,5-3,1970,NA,50-99%,0.75,0,,,40.18,24.37,6.69,0,0,0,0,0,0,4.1,979.1866,734.38995
2181,SAM LIN,FLINT,COMPFLAKE,5,22,3,5-3,1970,1,NONE,0,3,SCAR,UNI,29.27,24.98,4.95,25.05,24.26,2.32,0,0,0,2.6,607.713,0
2182,SAM LIN,FLINT,MEDFLAKE,5,23,3,5-3,1970,NA,NONE,0,0,,,37.23,23.73,7.1,0,0,0,0,0,0,4.7,883.4679,0
2183,SAM LIN,FLINT,PROXFLAKE,5,24,3,5-3,1970,1,1-50%,0.25,0,SCAR,CORTICAL,25.94,23.01,5.94,0,0,0,0,0,0,3.1,596.8794,149.21985
2184,SAM LIN,FLINT,DISTFLAKE,5,25,3,5-3,1970,NA,NONE,0,0,,,29.21,21.02,6.43,0,0,0,0,0,0,3.7,613.9942,0
2185,SAM LIN,FLINT,ANGULARFRAG,5,26,3,5-3,1970,NA,1-50%,0.25,0,,,31.57,16.85,8.3,0,0,0,0,0,0,3.3,1063.909,265.97725
2186,SAM LIN,FLINT,ANGULARFRAG,5,27,3,5-3,1970,NA,NONE,0,0,,,28.33,16.42,7.88,0,0,0,0,0,0,3,930.3572,0
2187,SAM LIN,FLINT,DISTFLAKE,5,28,3,5-3,1970,NA,NONE,0,0,,,26.89,14.73,3.84,0,0,0,0,0,0,1,396.0897,0
2188,SAM LIN,FLINT,BROKEFLAKE,5,29,3,5-3,1970,NA,1-50%,0.25,0,,,28.42,13.84,4.33,0,0,0,0,0,0,1.4,393.3328,98.3332
2189,SAM LIN,FLINT,DISTFLAKE,5,30,3,5-3,1970,NA,1-50%,0.25,0,,,24.07,16.53,7.36,0,0,0,0,0,0,1.6,397.8771,99.469275
2190,SAM LIN,FLINT,BROKESPLIT,5,31,3,5-3,1970,NA,COMPLETE,1,0,,,27.67,10.56,6.14,0,0,0,0,0,0,1.3,292.1952,292.1952
2191,SAM LIN,FLINT,PROXFLAKE,5,32,3,5-3,1970,1,NONE,0,0,SCAR,N/A,26.08,15.65,5.19,0,0,0,0,0,0,1.7,408.152,0
2192,SAM LIN,FLINT,BROKEFLAKE,5,33,3,5-3,1970,NA,1-50%,0.25,0,,,23.88,14.99,2.87,0,0,0,0,0,0,0.9,357.9612,89.4903
2193,SAM LIN,FLINT,DISTFLAKE,5,34,3,5-3,1970,NA,NONE,0,0,,,24.49,15.72,4.11,0,0,0,0,0,0,0.9,384.9828,0
2194,SAM LIN,FLINT,BROKEFLAKE,5,35,3,5-3,1970,NA,NONE,0,0,,,24.3,10.04,7.97,0,0,0,0,0,0,1.2,243.972,0
2195,SAM LIN,FLINT,BROKESPLIT,5,36,3,5-3,1970,NA,1-50%,0.25,0,,,23.74,11.19,2.81,0,0,0,0,0,0,0.7,265.6506,66.41265
2196,SAM LIN,FLINT,BROKESPLIT,5,37,3,5-3,1970,NA,1-50%,0.25,0,,,26.08,12.03,4.98,0,0,0,0,0,0,1.3,313.7424,78.4356
2197,SAM LIN,FLINT,COMPFLAKE,5,38,3,5-3,1970,1,NONE,0,3,N/A,N/A,21.69,13.35,3.75,18.98,14.95,3.46,0,0,0,0.8,283.751,0
2198,SAM LIN,FLINT,COMPFLAKE,5,39,3,5-3,1970,1,1-50%,0.25,1,N/A,N/A,25.07,12.55,1.89,11.94,19.46,1.64,0,0,0,0.5,232.3524,58.0881
2199,SAM LIN,FLINT,MEDFLAKE,5,40,3,5-3,1970,NA,50-99%,0.75,0,,,21.58,15.35,2.86,0,0,0,0,0,0,0.4,331.253,248.43975
2200,SAM LIN,FLINT,BROKEFLAKE,5,41,3,5-3,1970,NA,NONE,0,0,,,26.39,10.98,4.86,0,0,0,0,0,0,1.1,289.7622,0
2201,SAM LIN,FLINT,COMPSPLIT,5,42,3,5-3,1970,0.5,NONE,0,0,SCAR,UNI,21.56,9.05,5.2,0,0,0,0,0,0,1,195.118,0
2202,SAM LIN,FLINT,BROKESPLIT,5,43,3,5-3,1970,NA,1-50%,0.25,0,,,21.03,10.25,4.62,0,0,0,0,0,0,0.7,215.5575,53.889375
2203,SAM LIN,FLINT,COMPFLAKE,5,44,3,5-3,1970,1,1-50%,0.25,6,N/A,CRUSHED,61.2,48.52,6.88,45.72,42.16,6.6,0,0,0,16.9,1927.5552,481.8888
2204,SAM LIN,FLINT,DISTFLAKE,5,46,3,5-3,1970,NA,1-50%,0.25,0,,,41.48,15.2,6.88,0,0,0,0,0,0,3.9,630.496,157.624
2205,SAM LIN,FLINT,DISTFLAKE,5,47,3,5-3,1970,NA,1-50%,0.25,0,,,57.23,32.02,13.71,0,0,0,0,0,0,20.7,1832.5046,458.12615
2206,SAM LIN,FLINT,DISTFLAKE,5,48,3,5-3,1970,NA,1-50%,0.25,0,,,37.02,21.34,3.52,0,0,0,0,0,0,2.6,790.0068,197.5017
2207,SAM LIN,FLINT,COMPFLAKE,5,49,3,5-3,1970,1,1-50%,0.25,2,N/A,N/A,34.71,22.11,4.47,31.99,18.16,3.73,0,0,0,2.4,580.9384,145.2346
2208,SAM LIN,FLINT,COMPFLAKE,5,50,3,5-3,1970,1,NONE,0,3,SCAR,UNI,26.74,14.62,5.19,22.51,14.15,3.19,0,0,0,1.5,318.5165,0
2209,SAM LIN,FLINT,DISTFLAKE,5,51,3,5-3,1970,NA,NONE,0,0,,,29.56,15.65,3.13,0,0,0,0,0,0,1.4,462.614,0
2210,SAM LIN,FLINT,DISTFLAKE,5,52,3,5-3,1970,NA,1-50%,0.25,0,,,29.62,16.29,3.13,0,0,0,0,0,0,1.4,482.5098,120.62745
2211,SAM LIN,FLINT,PROXFLAKE,5,53,3,5-3,1970,1,NONE,0,0,SCAR,UNI,32.12,12.18,2.6,0,0,0,2.98,1,0,0.9,391.2216,0
2212,SAM LIN,FLINT,PROXFLAKE,5,54,3,5-3,1970,1,NONE,0,0,N/A,CRUSHED,23.42,17.26,3.45,0,0,0,0,0,0,0.7,404.2292,0
2213,SAM LIN,FLINT,PROXFLAKE,5,54,3,5-3,1970,1,1-50%,0.25,0,SCAR,UNI,53.34,46.25,7.23,0,0,0,9.44,4.74,86,19.8,2466.975,616.74375
2214,SAM LIN,FLINT,COMPFLAKE,5,55,3,5-3,1970,1,NONE,0,2,SCAR,CRUSHED,21.77,14.16,2.45,20.5,14.17,2.43,0,0,0,0.8,290.485,0
2215,SAM LIN,FLINT,COMPFLAKE,5,56,3,5-3,1970,1,NONE,0,2,N/A,CRUSHED,22.57,13.97,2.01,13.97,20.99,1.94,0,0,0,0.6,293.2303,0
2216,SAM LIN,FLINT,CORE,5,0,4,5-4,1970,NA,50-99%,0.75,0,,,151.28,99.29,85.88,0,0,0,0,0,0,1479.4,30041.1824,22530.8868
2217,SAM LIN,FLINT,COMPFLAKE,5,1,4,5-4,1970,1,50-99%,0.75,0,CORTEX,UNI,73.48,36.2,12.7,39.23,34.07,7.5,0,0,0,25.7,1336.5661,1002.424575
2218,SAM LIN,FLINT,COMPFLAKE,5,2,4,5-4,1970,1,50-99%,0.75,1,CORTEX,CORTICAL,41.85,32.24,8.69,39.2,32.89,8.51,18.9,4.46,0,10.5,1289.288,966.966
2219,SAM LIN,FLINT,DISTFLAKE,5,3,4,5-4,1970,NA,50-99%,0.75,0,,,41.26,25.54,8.59,0,0,0,0,0,0,5.1,1053.7804,790.3353
2220,SAM LIN,FLINT,DISTFLAKE,5,4,4,5-4,1970,NA,50-99%,0.75,0,,,53.88,20.92,9.88,0,0,0,0,0,0,6.4,1127.1696,845.3772
2221,SAM LIN,FLINT,DISTFLAKE,5,5,4,5-4,1970,NA,COMPLETE,1,0,,,37.67,25.01,3.57,0,0,0,0,0,0,3.2,942.1267,942.1267
2222,SAM LIN,FLINT,COMPSPLIT,5,6,4,5-4,1970,0.5,1-50%,0.25,0,CORTEX,CORTICAL,34.95,22.7,13.12,0,0,0,0,0,0,9.6,793.365,198.34125
2223,SAM LIN,FLINT,COMPFLAKE,5,7,4,5-4,1970,1,NONE,0,4,N/A,CRUSHED,29.3,18.2,5.36,29.37,16.63,4.32,0,0,0,2.4,488.4231,0
2224,SAM LIN,FLINT,DISTFLAKE,5,8,4,5-4,1970,NA,1-50%,0.25,0,,,28.52,15.11,2.76,0,0,0,0,0,0,1,430.9372,107.7343
2225,SAM LIN,FLINT,COMPFLAKE,5,9,4,5-4,1970,1,NONE,0,2,N/A,CRUSHED,22.97,18.05,4.44,22.87,18.19,3.81,0,0,0,1.3,416.0053,0
2226,SAM LIN,FLINT,BROKEFLAKE,5,10,4,5-4,1970,NA,50-99%,0.75,0,,,31.11,6.56,3.95,0,0,0,0,0,0,0.5,204.0816,153.0612
2227,SAM LIN,FLINT,DISTFLAKE,5,11,4,5-4,1970,NA,1-50%,0.25,0,,,22.01,15.97,3.24,0,0,0,0,0,0,0.9,351.4997,87.874925
2228,SAM LIN,FLINT,COMPFLAKE,5,12,4,5-4,1970,1,50-99%,0.75,1,N/A,N/A,24.21,16.44,2.41,24.12,14.7,2.33,0,0,0,0.6,354.564,265.923
2229,SAM LIN,FLINT,ANGULARFRAG,5,14,4,5-4,1970,NA,1-50%,0.25,0,,,21.57,15.43,6.57,0,0,0,0,0,0,1.5,665.6502,166.41255
2230,SAM LIN,FLINT,PROXFLAKE,5,15,4,5-4,1970,1,50-99%,0.75,0,CORTEX,CORTICAL,20.6,8.81,3.19,0,0,0,9.21,3.05,0,0.4,181.486,136.1145
2231,SAM LIN,FLINT,DISTFLAKE,5,16,4,5-4,1970,NA,NONE,0,0,,,93.13,74.16,25.42,0,0,0,0,0,0,103.3,6906.5208,0
2232,SAM LIN,FLINT,COMPFLAKE,5,17,4,5-4,1970,1,1-50%,0.25,7,N/A,CRUSHED,68.55,56.59,19.98,56.34,53.97,15.89,0,0,0,56.7,3040.6698,760.16745
2233,SAM LIN,FLINT,MEDFLAKE,5,18,4,5-4,1970,NA,1-50%,0.25,0,,,57.91,40.78,15.4,0,0,0,0,0,0,26.3,2361.5698,590.39245
2234,SAM LIN,FLINT,DISTFLAKE,5,19,4,5-4,1970,NA,1-50%,0.25,0,,,44.9,32.68,11.95,0,0,0,0,0,0,16.3,1467.332,366.833
2235,SAM LIN,FLINT,PROXFLAKE,5,20,4,5-4,1970,1,50-99%,0.75,0,CORTEX,CORTICAL,44.89,38.27,10.42,0,0,0,28.79,2.94,0,13,1717.9403,1288.455225
